L cm,yi cm,Story Area,stories,architectural_archetype,connection_system,xi cm,D+0.25L,Direction,soil_class,seismic_zone,Story,Wall
471.0,1053.0,5302759.515700001,5,D,HD,977.0,154706.41540337398,Y,A,1,5,7.2
120.0,11.0,4366070.964799999,4,Q,HD,222.00000000000003,122896.56540105803,X,C,1,2,1.1
162.0,788.0,4918759.585999998,5,P,ATS,1861.0,159105.56038764623,X,D,1,1,4.5
388.0,892.38,2526612.8516999995,6,C,ATS,1384.16,86507.72244065201,Y,B,3,5,I.2
307.0,221.0,5302759.515700001,5,D,HD,1892.0,155036.44727477396,Y,B,3,5,16.1
205.0,330.7,2526612.8516999995,5,C,HD,231.62,86859.04669085202,X,A,1,4,3.1
194.5,547.0,5302759.515700001,5,D,ATS,2104.0,179059.68690532394,Y,B,3,4,20.1
330.0,655.0,4366070.964799999,3,Q,HD,1569.0,124742.72743095804,X,D,3,1,4.3
205.0,878.34,2526612.8516999995,5,C,HD,231.62,87268.92498275201,X,A,1,2,7.1
289.0,588.0,4366070.964799999,5,Q,ATS,525.0,147371.2979087641,Y,B,3,3,C.1
155.0,133.0,4366070.964799999,4,Q,HD,871.0000000000001,121066.64556585804,X,B,1,3,2.1
136.5,835.0,5302759.515700001,5,D,ATS,1446.0,154371.06043727396,Y,C,1,5,I.2
180.0,701.2,2526612.8516999995,5,C,ATS,337.16,87696.51847355202,Y,D,3,3,C.2
195.0,898.0,4366070.964799999,5,Q,ATS,173.0,144339.08379356412,Y,B,1,2,B.3
162.0,655.0,4366070.964799999,4,Q,HD,1837.0,121878.04247835804,X,B,1,1,4.4
162.0,788.0,4918759.585999998,5,P,ATS,1861.0,157961.34638394625,X,A,1,3,4.5
162.0,877.0,4366070.964799999,5,Q,ATS,1837.0,126200.3185371141,Y,A,1,5,6.6
126.0,1617.0000000000002,4366070.964799999,4,Q,HD,679.0,111059.95374720804,Y,A,3,4,8.3
388.0,892.38,2526612.8516999995,5,C,HD,1384.16,86960.18549015201,Y,B,1,3,I.2
326.0,504.0,5302759.515700001,5,D,ATS,3411.9999999999995,185450.57045662391,X,D,3,2,F.3
324.0,1033.3,2526612.8516999995,5,C,ATS,2058.16,86582.24576645202,Y,A,1,2,L.2
162.0,877.0,4366070.964799999,3,Q,HD,81.0,111389.98561860804,X,C,3,3,6.1
120.0,56.00000000000001,5302759.515700001,5,D,HD,516.0,180243.677345924,X,C,1,3,B.2
338.0,1040.2,2526612.8516999995,5,C,ATS,581.56,86582.24576645202,Y,B,3,2,E.4
270.0,11.0,4918759.585999998,3,P,HD,1503.0,123890.88263498934,X,C,1,3,1.2
205.0,330.7,2526612.8516999995,4,C,HD,231.62,72731.45576647582,X,B,3,1,3.1
540.0,604.5,2526612.8516999995,5,C,HD,1664.51,86960.18549015201,X,B,1,3,5.3
330.0,1839.0,4366070.964799999,3,Q,HD,349.0,111059.95374720804,X,D,1,3,10.2
762.0,1247.0,4366070.964799999,3,Q,HD,1165.0,121681.58667615804,Y,D,1,2,G.1
171.0,2483.0,4366070.964799999,5,Q,HD,470.0,145868.88748826412,X,A,1,1,13.2
433.0,1299.0,5302759.515700001,5,D,ATS,3065.0,179059.68690532394,Y,B,3,4,M.2
777.0,389.0,4918759.585999998,5,P,ATS,971.0,158141.29877544625,Y,B,1,1,F.1
335.0,304.03,2526612.8516999995,3,C,HD,901.56,72231.08486467581,Y,D,1,2,F.1
471.0,258.0,5302759.515700001,5,D,ATS,1480.0,179749.42579912394,Y,D,1,1,11.1
265.0,363.0,5302759.515700001,4,D,HD,4127.0,135497.78042691157,Y,B,3,4,D.4
120.0,2483.0,4366070.964799999,5,Q,ATS,222.00000000000003,126200.3185371141,Y,B,1,5,13.1
162.0,1932.0,4918759.585999998,4,P,HD,81.0,124055.89857068934,X,D,1,4,8.1
544.0,2154.0,4918759.585999998,5,P,ATS,1670.0,157736.74357824624,X,C,1,3,9.4
307.0,221.0,5302759.515700001,5,D,HD,3824.0,181026.96852712397,Y,B,1,2,36.1
156.0,519.6,2526612.8516999995,4,C,HD,581.56,72156.56153887582,Y,A,1,1,E.2
162.0,655.0,4366070.964799999,5,Q,ATS,81.0,145708.22710976412,X,C,1,3,4.1
172.0,1833.0,4366070.964799999,4,Q,HD,1291.0,121790.58644505806,Y,D,1,2,H.3
494.0,247.00000000000003,4366070.964799999,4,Q,HD,1291.0,111059.95374720804,Y,A,1,4,H.1
209.5,172.0,5302759.515700001,4,D,HD,380.0,150396.49339386157,Y,A,3,1,4.1
298.0,1007.0,5302759.515700001,5,D,ATS,3252.0000000000005,179059.68690532394,X,D,1,3,K.1
162.0,655.0,4366070.964799999,5,Q,HD,81.0,145675.18056326412,X,A,1,1,4.1
324.0,175.7,2526612.8516999995,3,C,HD,416.35,71954.28394027581,Y,B,1,2,D.1
120.0,1254.0,5302759.515700001,5,D,HD,1438.0,179636.844550124,Y,C,1,4,L.3
152.0,1732.0,4918759.585999998,3,P,HD,1243.0,135625.56898913934,X,D,3,2,7.2
443.0,655.0,5302759.515700001,5,D,HD,222.00000000000003,181021.18507927397,X,A,1,2,G.1
324.0,175.7,2526612.8516999995,5,C,HD,2058.16,86859.04669085202,Y,B,1,4,L.1
122.0,1299.0,5302759.515700001,5,D,ATS,977.0,179227.76251852393,X,D,1,2,M.1
120.0,1254.0,5302759.515700001,4,D,HD,516.0,149459.6287266616,X,B,1,2,L.2
352.0,1617.0000000000002,4366070.964799999,5,Q,ATS,360.0,144495.6092305141,Y,C,3,4,8.2
172.0,1833.0,4366070.964799999,5,Q,HD,627.0,126413.24232511412,Y,A,1,5,D.3
471.0,1053.0,5302759.515700001,4,D,HD,2909.0,149459.6287266616,Y,B,1,2,30.1
127.0,1079.42,2526612.8516999995,5,C,HD,1577.27,87135.84761525202,X,A,3,4,8.2
209.5,172.0,5302759.515700001,3,D,HD,4009.000000000001,135774.5813513116,Y,C,3,3,37.1
232.0,468.0,5302759.515700001,4,D,HD,11.0,149459.6287266616,Y,B,1,2,1.1
162.0,1932.0,4918759.585999998,6,P,ATS,1861.0,157872.51960924623,Y,B,3,5,8.5
288.0,2131.0,4366070.964799999,5,Q,ATS,1590.0,144646.30499786412,X,C,1,1,11.2
162.0,655.0,4366070.964799999,5,Q,HD,1837.0,126413.24232511412,Y,C,1,5,4.4
270.0,2709.0,4918759.585999998,4,P,HD,439.0,123890.88263498934,X,C,1,4,11.1
205.0,878.34,2526612.8516999995,4,C,HD,2242.81,72332.2236639758,X,A,3,2,7.2
777.0,389.0,4918759.585999998,5,P,ATS,971.0,157864.49785104624,Y,A,1,2,F.1
642.0,736.0,4366070.964799999,3,Q,HD,959.0,121066.64556585804,X,A,1,2,5.1
338.0,1040.2,2526612.8516999995,5,C,ATS,581.56,86550.30719825202,Y,D,1,3,E.4
338.0,168.8,2526612.8516999995,5,C,ATS,581.56,87843.06267515202,Y,A,3,1,E.1
169.0,434.5,2526612.8516999995,5,C,HD,503.96,86859.04669085202,X,A,1,4,4.1
540.0,604.5,2526612.8516999995,5,C,ATS,270.0,74192.42165052702,Y,A,1,5,5.1
324.0,175.7,2526612.8516999995,5,C,ATS,2058.16,88067.45302715202,Y,C,3,3,L.1
287.0,856.0,4918759.585999998,3,P,HD,1409.0,124055.89857068934,Y,B,3,3,I.1
172.0,661.0,4366070.964799999,4,Q,HD,627.0,121646.86288815804,Y,B,1,1,D.2
422.0,1360.0,4918759.585999998,4,P,HD,1769.0000000000002,133936.4556506393,Y,A,1,3,J.3
162.0,877.0,4366070.964799999,4,Q,HD,81.0,111059.95374720804,Y,A,1,4,6.1
120.0,1254.0,5302759.515700001,4,D,HD,1787.0,150396.49339386157,X,A,3,2,L.4
292.0,498.00000000000006,5302759.515700001,5,D,ATS,2446.0,184534.99816822392,Y,B,3,3,24.1
470.0,788.0,4918759.585999998,5,P,HD,971.0,159269.7948518462,X,A,3,2,4.3
265.0,363.0,5302759.515700001,5,D,ATS,4127.0,181185.9414049489,X,D,1,3,D.4
285.0,1112.0,5302759.515700001,4,D,HD,2050.0,135167.7485555116,Y,A,3,4,18.1
287.0,588.0,4366070.964799999,3,Q,HD,1745.0,121588.30884645804,Y,A,3,1,J.2
195.0,1595.0,4366070.964799999,5,Q,ATS,173.0,144722.2708325641,Y,A,3,4,B.4
287.0,1865.0,4918759.585999998,6,P,ATS,1409.0,160684.9061862962,Y,B,3,2,I.4
120.0,127.0,5302759.515700001,4,D,HD,118.0,150253.5660972616,Y,B,1,1,2.1
777.0,2332.0,4918759.585999998,5,P,ATS,971.0,157936.39674564623,Y,D,1,3,F.2
120.0,1202.1,2526612.8516999995,5,C,ATS,400.51,86550.30719825202,Y,B,1,4,9.1
270.0,11.0,4918759.585999998,5,P,ATS,1503.0,158085.40797234623,Y,A,3,4,1.2
494.0,247.00000000000003,4366070.964799999,3,Q,HD,627.0,111059.95374720804,Y,D,1,3,D.1
335.0,304.03,2526612.8516999995,4,C,HD,901.56,71954.28394027581,Y,A,1,3,F.1
223.0,907.0,5302759.515700001,5,D,ATS,3092.0,154371.06043727396,Y,D,1,5,32.1
158.0,565.0,5302759.515700001,5,D,ATS,3000.0,179227.76251852393,Y,D,1,2,31.2
799.0,400.0,4918759.585999998,3,P,HD,645.0,134271.81061673933,Y,A,3,1,D.1
494.0,247.00000000000003,4366070.964799999,5,Q,ATS,1291.0,145266.0104282641,Y,A,3,3,H.1
120.0,127.0,5302759.515700001,4,D,HD,4271.0,149182.82780226163,Y,A,1,2,39.1
190.0,1215.0,5302759.515700001,4,D,HD,1129.0,149789.6605980616,Y,A,3,3,8.1
307.0,1090.0,5302759.515700001,5,D,ATS,3824.0,181443.1485164239,Y,C,1,1,36.4
149.0,2586.0,4918759.585999998,3,P,HD,1057.0,124194.29903288934,X,D,3,3,10.2
276.0,861.0,4918759.585999998,5,P,ATS,173.0,158735.85835404624,Y,A,1,1,B.2
335.0,904.97,2526612.8516999995,4,C,HD,901.56,72747.42505057581,Y,D,1,2,F.2
136.5,835.0,5302759.515700001,5,D,ATS,2440.0,180335.39991532397,X,C,1,3,I.3
126.0,877.0,4366070.964799999,5,Q,ATS,679.0,145061.62681856408,Y,C,1,4,6.3
155.0,133.0,4366070.964799999,3,Q,HD,1048.0,122367.12925425803,X,C,3,2,2.2
149.0,2586.0,4918759.585999998,4,P,HD,1057.0,133936.4556506393,X,A,3,3,10.2
162.0,788.0,4918759.585999998,6,P,ATS,1861.0,139754.11524069624,X,D,1,6,4.5
120.0,56.00000000000001,5302759.515700001,5,D,ATS,4222.0,179815.00264852395,Y,D,1,4,B.8
120.0,1202.1,2526612.8516999995,3,C,HD,400.51,71975.57631907582,X,A,1,1,9.1
169.0,774.4,2526612.8516999995,4,C,HD,503.96,72167.20772827581,X,B,1,1,6.1
307.0,221.0,5302759.515700001,4,D,HD,3824.0,135167.7485555116,Y,C,1,4,36.1
194.5,763.0,5302759.515700001,3,D,HD,4036.0,151365.2966292616,Y,C,3,1,38.2
232.0,468.0,5302759.515700001,4,D,HD,11.0,135167.7485555116,Y,A,3,4,1.1
162.0,788.0,4918759.585999998,4,P,HD,1861.0,135118.18267403933,X,D,1,1,4.5
232.0,842.0,5302759.515700001,5,D,HD,11.0,181664.94363082395,Y,C,1,1,1.2
190.0,95.0,5302759.515700001,5,D,ATS,3564.0,154439.45454887397,Y,D,1,5,35.1
443.0,655.0,5302759.515700001,5,D,ATS,222.00000000000003,179059.68690532394,X,D,1,3,G.1
471.0,258.0,5302759.515700001,3,D,HD,3411.9999999999995,135774.5813513116,Y,C,3,3,34.1
270.0,2709.0,4918759.585999998,3,P,HD,439.0,134575.22701463933,X,B,3,2,11.1
190.0,1215.0,5302759.515700001,4,D,HD,825.0,149789.6605980616,Y,A,3,3,6.2
127.0,129.58,2526612.8516999995,5,C,ATS,1577.27,86582.24576645202,X,A,3,2,2.3
155.0,2361.0,4366070.964799999,5,Q,ATS,871.0000000000001,144385.4733575641,X,A,1,2,12.1
194.5,547.0,5302759.515700001,4,D,HD,2104.0,135167.7485555116,Y,A,1,4,20.1
152.0,1732.0,4918759.585999998,5,P,ATS,689.0,159783.36735984622,X,D,1,2,7.1
122.0,313.0,5302759.515700001,5,D,ATS,4271.0,154439.45454887397,Y,D,1,5,39.2
642.0,736.0,4366070.964799999,5,Q,ATS,959.0,126200.3185371141,Y,A,3,5,5.1
122.0,927.0,5302759.515700001,3,D,HD,118.0,135167.7485555116,Y,C,1,3,2.3
276.0,861.0,4918759.585999998,3,P,HD,1769.0000000000002,135625.56898913934,Y,D,3,2,J.2
190.0,95.0,5302759.515700001,3,D,HD,3564.0,135497.78042691157,Y,B,3,3,35.1
433.0,11.0,5302759.515700001,5,D,ATS,1324.0,154371.06043727396,Y,A,1,5,A.1
722.0,1360.0,4918759.585999998,5,P,ATS,1177.0,157715.45119944622,Y,A,1,4,G.1
195.0,898.0,4366070.964799999,5,Q,ATS,173.0,147453.63862706412,Y,C,3,2,B.3
443.0,655.0,5302759.515700001,4,D,HD,222.00000000000003,149225.4125598616,X,A,1,2,G.1
126.0,1617.0000000000002,4366070.964799999,3,Q,HD,1239.0,121258.27697505803,X,C,1,2,8.4
120.0,11.0,4366070.964799999,5,Q,HD,1696.0,146064.32370386412,X,B,1,1,1.4
540.0,604.5,2526612.8516999995,5,C,ATS,270.0,86662.09218695201,X,A,3,1,5.1
136.5,475.0,5302759.515700001,5,D,HD,3881.0,180243.677345924,X,A,1,3,E.4
136.5,835.0,5302759.515700001,3,D,HD,508.0,151197.79395006158,X,C,3,2,I.1
171.0,11.0,4366070.964799999,4,Q,HD,470.0,122341.65041895804,X,B,3,2,1.2
120.0,56.00000000000001,5302759.515700001,3,D,HD,1941.0,135167.7485555116,X,D,1,3,B.3
200.0,1249.0,4918759.585999998,3,P,HD,533.0,134298.42609023934,Y,B,1,1,C.2
324.0,161.9,2526612.8516999995,5,C,ATS,2338.44,87450.26473985202,Y,C,1,3,N.1
158.0,745.0,5302759.515700001,5,D,ATS,3824.0,179334.22441252394,Y,C,1,1,36.3
120.0,127.0,5302759.515700001,5,D,HD,118.0,181664.94363082395,Y,C,1,1,2.1
494.0,247.00000000000003,4366070.964799999,3,Q,HD,627.0,111389.98561860804,Y,C,3,3,D.1
195.0,898.0,4366070.964799999,5,Q,HD,173.0,144711.7004225641,Y,A,1,3,B.3
307.0,1090.0,5302759.515700001,5,D,HD,3824.0,179636.844550124,Y,B,1,4,36.4
232.0,468.0,5302759.515700001,4,D,HD,4378.0,135167.7485555116,Y,A,1,4,40.1
155.0,2361.0,4366070.964799999,4,Q,HD,1048.0,122896.56540105803,X,C,1,2,12.2
158.0,565.0,5302759.515700001,5,D,ATS,1892.0,179059.68690532394,Y,B,3,4,16.2
162.0,1932.0,4918759.585999998,5,P,ATS,1861.0,157736.74357824624,X,C,1,3,8.5
338.0,1040.2,2526612.8516999995,5,C,ATS,1892.96,88067.45302715202,Y,C,3,3,K.4
120.0,1254.0,5302759.515700001,5,D,ATS,1787.0,178966.13461792396,X,A,3,2,L.4
270.0,11.0,4918759.585999998,3,P,HD,439.0,133936.4556506393,X,A,1,2,1.1
330.0,655.0,4366070.964799999,5,Q,ATS,349.0,144339.08379356412,X,C,1,2,4.2
120.0,2483.0,4366070.964799999,5,Q,ATS,222.00000000000003,148391.95980266412,X,D,3,3,13.1
224.0,567.0,4918759.585999998,6,P,ATS,848.0,159490.10091444623,X,B,3,3,3.2
126.0,877.0,4366070.964799999,4,Q,HD,1239.0,121785.26335035804,X,C,1,1,6.4
288.0,363.0,4366070.964799999,4,Q,HD,328.0,121588.30884645804,X,C,1,2,3.1
162.0,1932.0,4918759.585999998,3,P,HD,81.0,134074.85611283933,X,C,1,2,8.1
158.0,745.0,5302759.515700001,3,D,HD,565.0,151197.79395006158,Y,B,3,2,5.3
194.5,763.0,5302759.515700001,5,D,ATS,1601.0000000000002,179227.76251852393,Y,D,1,2,13.1
338.0,168.8,2526612.8516999995,6,C,ATS,581.56,86989.10565305201,Y,D,1,3,E.1
307.0,1090.0,5302759.515700001,3,D,HD,3824.0,149182.82780226163,Y,A,1,1,36.4
169.0,434.5,2526612.8516999995,5,C,HD,1970.56,87268.92498275201,X,A,1,2,4.2
120.0,1254.0,5302759.515700001,5,D,ATS,1438.0,184513.70578942396,X,C,3,3,L.3
330.0,655.0,4366070.964799999,5,Q,ATS,349.0,126163.0568742141,Y,D,3,5,4.2
443.0,655.0,5302759.515700001,4,D,HD,665.0,149512.8596736616,X,C,1,3,G.2
799.0,400.0,4918759.585999998,5,P,HD,1297.0,158790.71632884623,Y,C,1,2,H.1
284.0,142.0,4918759.585999998,3,P,HD,173.0,135085.90372793935,Y,C,3,2,B.1
205.0,878.34,2526612.8516999995,5,C,ATS,2242.81,88003.645727152,X,C,1,1,7.2
762.0,1247.0,4366070.964799999,3,Q,HD,753.0,121258.27697505803,Y,A,3,2,E.1
190.0,95.0,5302759.515700001,5,D,ATS,1632.0,179059.68690532394,Y,A,1,3,14.1
287.0,363.0,5302759.515700001,4,D,HD,2206.0,149459.6287266616,X,B,1,2,D.2
194.5,763.0,5302759.515700001,3,D,HD,353.0,149182.82780226163,Y,A,1,1,3.2
122.0,927.0,5302759.515700001,4,D,HD,118.0,152389.86220986157,Y,C,1,1,2.3
330.0,1839.0,4366070.964799999,3,Q,HD,349.0,121066.64556585804,X,B,1,1,10.2
307.0,1000.0,5302759.515700001,5,D,ATS,2497.0,179059.68690532394,Y,B,1,4,25.2
307.0,221.0,5302759.515700001,3,D,HD,565.0,149972.8993758616,Y,D,1,2,5.1
190.0,95.0,5302759.515700001,3,D,HD,825.0,151365.2966292616,Y,C,3,1,6.1
227.5,504.0,5302759.515700001,5,D,HD,1529.0,155036.44727477396,Y,D,1,5,F.2
120.0,6.9,2526612.8516999995,5,C,HD,400.51,87614.92613825202,X,A,1,1,1.1
433.0,11.0,5302759.515700001,4,D,HD,1324.0,150119.69246946156,X,C,1,2,A.1
205.0,878.34,2526612.8516999995,5,C,HD,231.62,74346.79139682701,X,B,1,5,7.1
120.0,1254.0,5302759.515700001,3,D,HD,3873.0,155758.39796983657,X,D,3,1,L.7
224.0,2154.0,4918759.585999998,5,P,HD,1094.0,159227.21009424623,X,C,1,1,9.3
162.0,788.0,4918759.585999998,5,P,HD,81.0,158790.71632884623,X,C,1,2,4.1
200.0,1471.0,4918759.585999998,3,P,HD,1409.0,123890.88263498934,Y,C,1,3,I.3
330.0,1839.0,4366070.964799999,3,Q,HD,1569.0,121928.98690725803,X,D,3,2,10.3
120.0,1254.0,5302759.515700001,5,D,HD,516.0,182405.378061524,X,B,3,2,L.2
227.5,806.0,5302759.515700001,4,D,HD,2860.0,135167.7485555116,Y,A,1,4,H.2
540.0,604.5,2526612.8516999995,5,C,HD,810.0,86859.04669085202,X,A,3,4,5.2
330.0,655.0,4366070.964799999,5,Q,ATS,349.0,146668.3995986641,Y,B,3,4,4.2
136.5,835.0,5302759.515700001,3,D,HD,508.0,149789.6605980616,X,D,1,2,I.1
158.0,745.0,5302759.515700001,4,D,HD,565.0,135167.7485555116,Y,D,1,4,5.3
190.0,1215.0,5302759.515700001,3,D,HD,825.0,149182.82780226163,Y,A,1,2,6.2
162.0,1839.0,4366070.964799999,3,Q,HD,81.0,121066.64556585804,X,A,1,2,10.1
540.0,604.5,2526612.8516999995,5,C,ATS,1664.51,86790.373191952,X,B,1,3,5.3
209.5,172.0,5302759.515700001,3,D,HD,4009.000000000001,150579.73217166157,Y,C,1,1,37.1
287.0,588.0,4366070.964799999,4,Q,HD,173.0,124268.69909205804,Y,C,1,1,B.2
540.0,604.5,2526612.8516999995,5,C,HD,810.0,74346.79139682701,X,C,1,5,5.2
120.0,1254.0,5302759.515700001,5,D,ATS,516.0,179299.22616682394,X,A,3,1,L.2
287.0,856.0,4918759.585999998,6,P,ATS,533.0,161940.7399193462,Y,D,1,1,C.1
471.0,1053.0,5302759.515700001,3,D,HD,2909.0,149789.6605980616,Y,B,1,1,30.1
136.5,835.0,5302759.515700001,4,D,HD,1446.0,149225.4125598616,X,A,1,2,I.2
265.0,363.0,5302759.515700001,4,D,HD,4127.0,135167.7485555116,Y,A,3,4,D.4
544.0,2154.0,4918759.585999998,3,P,HD,272.0,134101.47158633932,X,A,3,2,9.1
190.0,95.0,5302759.515700001,5,D,ATS,3260.0,180743.63793772392,Y,A,3,1,33.1
136.5,475.0,5302759.515700001,3,D,HD,3881.0,135774.5813513116,X,C,3,3,E.4
570.0,1360.0,4918759.585999998,6,P,ATS,1473.0,161868.83609514622,X,D,1,1,6.2
284.0,2578.0,4918759.585999998,3,P,HD,173.0,135455.22995873934,Y,D,3,2,B.5
162.0,877.0,4366070.964799999,3,Q,HD,1837.0,111059.95374720804,X,A,3,3,6.6
162.0,1617.0000000000002,4366070.964799999,5,Q,ATS,1837.0,144253.9142783641,X,A,3,3,8.6
338.0,1040.2,2526612.8516999995,4,C,HD,1892.96,71975.57631907582,Y,A,1,2,K.4
292.0,498.00000000000006,5302759.515700001,5,D,HD,2446.0,180243.677345924,Y,A,3,4,24.1
120.0,56.00000000000001,5302759.515700001,5,D,HD,3873.0,183062.916253424,X,B,3,1,B.7
307.0,221.0,5302759.515700001,5,D,ATS,3824.0,154371.06043727396,Y,D,1,5,36.1
307.0,1090.0,5302759.515700001,4,D,HD,3824.0,150066.46152246158,Y,B,1,1,36.4
335.0,304.03,2526612.8516999995,3,C,HD,1572.96,64840.02839625081,Y,D,1,3,J.1
285.0,1101.0,5302759.515700001,4,D,HD,1836.0,135167.7485555116,Y,A,1,4,15.1
136.5,835.0,5302759.515700001,5,D,ATS,508.0,179334.22441252394,X,C,1,1,I.1
232.0,842.0,5302759.515700001,3,D,HD,11.0,151381.03272786157,Y,D,1,1,1.2
190.0,95.0,5302759.515700001,4,D,HD,3564.0,151252.2023486116,Y,B,3,2,35.1
227.5,504.0,5302759.515700001,3,D,HD,1529.0,149789.6605980616,X,C,1,2,F.2
330.0,655.0,4366070.964799999,5,Q,HD,349.0,144711.7004225641,X,A,1,3,4.2
127.0,1079.42,2526612.8516999995,6,C,ATS,1577.27,87100.89064175202,X,B,3,2,8.2
287.0,856.0,4918759.585999998,5,P,HD,1409.0,139929.7773657962,Y,C,1,5,I.1
171.0,2483.0,4366070.964799999,3,Q,HD,470.0,111059.95374720804,X,B,1,3,13.2
540.0,604.5,2526612.8516999995,5,C,ATS,2204.51,74192.42165052702,Y,A,3,5,5.4
563.25,655.0,5302759.515700001,5,D,ATS,1350.0,154371.06043727396,Y,D,1,5,G.3
338.0,168.8,2526612.8516999995,4,C,HD,1892.96,72731.45576647582,Y,B,3,1,K.1
194.5,547.0,5302759.515700001,5,D,HD,2788.0,181127.31106612395,Y,A,3,2,28.1
158.0,565.0,5302759.515700001,5,D,HD,3824.0,182851.70295532397,Y,A,3,3,36.2
120.0,56.00000000000001,5302759.515700001,5,D,ATS,2602.0,179334.22441252394,X,C,1,1,B.5
285.0,1101.0,5302759.515700001,4,D,HD,1836.0,149553.1810140616,Y,B,1,2,15.1
494.0,247.00000000000003,4366070.964799999,4,Q,HD,627.0,121646.86288815804,Y,B,1,1,D.1
287.0,947.0,5302759.515700001,4,D,HD,1704.0,152389.86220986157,X,C,1,1,J.2
209.5,1138.0,5302759.515700001,4,D,HD,380.0,150396.49339386157,Y,A,3,1,4.2
292.0,498.00000000000006,5302759.515700001,5,D,HD,2446.0,180850.51014172396,Y,B,1,2,24.1
120.0,1254.0,5302759.515700001,4,D,HD,3873.0,151019.2954737616,X,D,1,1,L.7
136.5,835.0,5302759.515700001,5,D,HD,508.0,180850.51014172396,X,A,1,2,I.1
326.0,504.0,5302759.515700001,4,D,HD,3411.9999999999995,149182.82780226163,X,A,1,3,F.3
232.0,468.0,5302759.515700001,5,D,HD,11.0,181021.18507927397,Y,A,1,2,1.1
762.0,1247.0,4366070.964799999,5,Q,ATS,1165.0,126173.7030636141,Y,B,3,5,G.1
330.0,655.0,4366070.964799999,5,Q,HD,349.0,145088.1218579641,X,B,1,3,4.2
122.0,11.0,5302759.515700001,3,D,HD,3411.9999999999995,149182.82780226163,X,A,1,1,A.2
162.0,877.0,4366070.964799999,3,Q,HD,1837.0,121258.27697505803,X,A,3,2,6.6
162.0,788.0,4918759.585999998,5,P,ATS,1861.0,157893.81198804625,Y,B,3,4,4.5
352.0,198.0,4366070.964799999,3,Q,HD,1745.0,121066.64556585804,Y,A,1,2,J.1
120.0,127.0,5302759.515700001,5,D,ATS,4271.0,179059.68690532394,Y,B,1,2,39.1
388.0,892.38,2526612.8516999995,4,C,HD,1090.36,72231.08486467581,Y,D,1,3,G.2
307.0,1090.0,5302759.515700001,5,D,ATS,3824.0,185450.57045662391,Y,D,3,2,36.4
158.0,565.0,5302759.515700001,5,D,ATS,3824.0,179716.48581562395,Y,A,3,4,36.2
194.5,763.0,5302759.515700001,5,D,ATS,353.0,179153.23919272394,Y,C,1,2,3.2
156.0,519.6,2526612.8516999995,5,C,HD,1892.96,86960.18549015201,Y,A,1,3,K.2
127.0,129.58,2526612.8516999995,3,C,HD,897.24,73244.7775470758,X,C,3,1,2.1
200.0,1471.0,4918759.585999998,3,P,HD,533.0,133936.4556506393,Y,A,1,2,C.3
158.0,565.0,5302759.515700001,5,D,ATS,3000.0,154439.45454887397,Y,D,1,5,31.2
158.0,745.0,5302759.515700001,3,D,HD,1389.0,135167.7485555116,Y,D,1,3,10.1
276.0,1859.0,4918759.585999998,4,P,HD,173.0,124055.89857068934,Y,D,1,4,B.4
276.0,861.0,4918759.585999998,4,P,HD,173.0,133936.4556506393,Y,A,3,3,B.2
289.0,1906.0,4366070.964799999,3,Q,HD,525.0,121258.27697505803,Y,A,3,2,C.2
422.0,1360.0,4918759.585999998,4,P,HD,1769.0000000000002,133936.4556506393,Y,B,1,3,J.3
136.5,475.0,5302759.515700001,4,D,HD,508.0,135350.9873333116,Y,D,1,4,E.1
162.0,788.0,4918759.585999998,5,P,ATS,81.0,157736.74357824624,X,A,1,3,4.1
136.5,835.0,5302759.515700001,5,D,ATS,1446.0,154371.06043727396,Y,D,1,5,I.2
276.0,1859.0,4918759.585999998,5,P,ATS,1769.0000000000002,158258.40685884625,Y,A,3,1,J.4
307.0,221.0,5302759.515700001,5,D,HD,3824.0,181627.944101624,Y,B,3,3,36.1
158.0,745.0,5302759.515700001,5,D,ATS,1389.0,154371.06043727396,Y,A,1,5,10.1
205.0,878.34,2526612.8516999995,4,C,HD,231.62,72231.08486467581,X,D,1,3,7.1
443.0,655.0,5302759.515700001,3,D,HD,4167.0,135774.5813513116,X,C,3,3,G.8
494.0,2247.0,4366070.964799999,5,Q,HD,1291.0,126413.24232511412,Y,A,1,5,H.4
200.0,1249.0,4918759.585999998,3,P,HD,533.0,133936.4556506393,Y,B,1,2,C.2
352.0,198.0,4366070.964799999,5,Q,HD,1745.0,145121.5787144641,Y,A,1,2,J.1
274.0,748.3,2526612.8516999995,5,C,ATS,6.9,88625.42575565202,Y,D,3,2,A.2
777.0,2332.0,4918759.585999998,3,P,HD,971.0,133936.4556506393,Y,A,1,2,F.2
136.5,475.0,5302759.515700001,3,D,HD,3881.0,149182.82780226163,X,A,1,2,E.4
471.0,1053.0,5302759.515700001,3,D,HD,2909.0,149789.6605980616,Y,A,3,2,30.1
338.0,168.8,2526612.8516999995,5,C,ATS,1892.96,74192.42165052702,Y,C,1,5,K.1
200.0,1249.0,4918759.585999998,4,P,HD,1409.0,134462.48835953933,Y,C,1,3,I.2
742.0,1247.0,4366070.964799999,5,Q,ATS,371.0,144629.8527185641,X,D,1,2,7.1
158.0,745.0,5302759.515700001,4,D,HD,565.0,150396.49339386157,Y,A,3,2,5.3
742.0,1247.0,4366070.964799999,3,Q,HD,1547.0,124742.72743095804,X,D,3,1,7.2
