soil_class,Direction,Story Area,stories,D+0.25L,L cm,architectural_archetype,connection_system,xi cm,seismic_zone,Wall,Story,yi cm
B,Y,2526612.8516999995,5,87135.84761525202,338.0,C,HD,1892.96,1,K.1,3,168.8
C,Y,4366070.964799999,5,146157.9211048141,287.0,Q,ATS,1745.0,3,J.2,4,588.0
B,Y,2526612.8516999995,3,65116.82932065081,180.0,C,HD,337.16,3,C.2,3,701.2
A,Y,5302759.515700001,5,179901.27091222396,158.0,D,ATS,3824.0,1,36.2,2,565.0
D,X,4366070.964799999,5,144629.8527185641,171.0,Q,ATS,1448.0,1,1.3,2,11.0
A,Y,5302759.515700001,4,150396.49339386157,232.0,D,HD,4378.0,3,40.1,2,468.0
A,X,4366070.964799999,5,145978.5969611641,288.0,Q,HD,328.0,3,11.1,2,2131.0
B,Y,2526612.8516999995,4,72731.45576647582,338.0,C,HD,581.56,3,E.1,1,168.8
C,Y,5302759.515700001,4,150119.69246946156,471.0,D,HD,977.0,1,7.2,2,1053.0
C,X,5302759.515700001,5,154371.06043727396,120.0,D,ATS,4230.0,1,L.8,5,1254.0
A,Y,5302759.515700001,3,149182.82780226163,158.0,D,HD,565.0,1,5.2,2,565.0
C,X,5302759.515700001,3,151197.79395006158,120.0,D,HD,167.0,3,B.1,2,56.00000000000001
B,Y,4366070.964799999,3,121258.27697505803,289.0,Q,HD,1393.0,1,I.1,2,588.0
B,Y,2526612.8516999995,6,86780.352615052,338.0,C,ATS,1892.96,3,K.1,3,168.8
C,Y,4918759.585999998,5,157736.74357824624,276.0,P,ATS,1769.0000000000002,1,J.2,3,861.0
A,Y,4366070.964799999,5,145868.88748826412,172.0,Q,HD,627.0,1,D.2,1,661.0
A,X,4366070.964799999,5,144339.08379356412,162.0,Q,ATS,1837.0,3,8.6,2,1617.0000000000002
A,Y,2526612.8516999995,3,64840.02839625081,324.0,C,HD,2338.44,3,N.2,3,1047.1
D,X,5302759.515700001,4,152968.51103016158,122.0,D,HD,3411.9999999999995,1,A.2,1,11.0
B,Y,4366070.964799999,5,146465.8721903641,287.0,Q,ATS,173.0,3,B.2,2,588.0
A,Y,4366070.964799999,3,111059.95374720804,287.0,Q,HD,1745.0,3,J.5,3,1906.0
C,Y,4366070.964799999,3,111389.98561860804,195.0,Q,HD,173.0,3,B.4,3,1595.0
B,Y,5302759.515700001,5,155036.44727477396,190.0,D,HD,2757.0,3,27.1,5,1215.0
D,X,4918759.585999998,6,160740.74924049622,544.0,P,ATS,272.0,1,9.1,2,2154.0
D,Y,5302759.515700001,5,178966.13461792396,223.0,D,ATS,1297.0,1,9.1,4,404.0
B,X,5302759.515700001,3,149789.6605980616,227.5,D,HD,1529.0,1,F.2,1,504.0
A,Y,4918759.585999998,5,157736.74357824624,799.0,P,ATS,645.0,3,D.1,3,400.0
B,X,4366070.964799999,4,121646.86288815804,330.0,Q,HD,1569.0,1,10.3,1,1839.0
C,Y,4366070.964799999,5,145708.22710976412,195.0,Q,ATS,1745.0,1,J.3,3,898.0
A,X,5302759.515700001,4,150396.49339386157,120.0,D,HD,1787.0,3,L.4,1,1254.0
C,X,5302759.515700001,5,181664.94363082395,120.0,D,HD,2602.0,1,B.5,1,56.00000000000001
A,X,5302759.515700001,5,180466.83701332397,287.0,D,ATS,2183.0,3,J.3,2,947.0
B,Y,5302759.515700001,5,154371.06043727396,158.0,D,ATS,3000.0,3,31.2,5,565.0
A,X,5302759.515700001,5,180243.677345924,136.5,D,HD,508.0,1,I.1,3,835.0
B,Y,4918759.585999998,5,158141.29877544625,722.0,P,ATS,1177.0,1,G.1,1,1360.0
C,X,4918759.585999998,5,160563.93815319624,152.0,P,ATS,1247.0,3,5.2,3,988.0
A,X,5302759.515700001,3,135167.7485555116,136.5,D,HD,1949.0,1,E.2,3,475.0
C,Y,4366070.964799999,3,121588.30884645804,172.0,Q,HD,1291.0,1,H.3,1,1833.0
D,X,4366070.964799999,4,121258.27697505803,288.0,Q,HD,1590.0,1,3.2,3,363.0
C,X,4366070.964799999,5,125289.0994245141,155.0,Q,ATS,871.0000000000001,3,12.1,5,2361.0
B,X,4918759.585999998,6,159490.10091444623,470.0,P,ATS,971.0,3,8.3,3,1932.0
B,X,4366070.964799999,5,126200.3185371141,120.0,Q,ATS,222.00000000000003,1,1.1,5,11.0
C,Y,2526612.8516999995,3,72716.63882707582,156.0,C,HD,581.56,3,E.2,2,519.6
B,X,2526612.8516999995,6,86507.72244065201,120.0,C,ATS,400.51,3,1.1,5,6.9
D,X,4366070.964799999,3,121726.70930865804,288.0,Q,HD,1590.0,1,3.2,1,363.0
A,Y,4918759.585999998,5,158313.70346244622,287.0,P,ATS,1409.0,1,I.1,2,856.0
A,X,2526612.8516999995,5,74346.79139682701,280.0,C,HD,1237.26,3,2.2,5,129.58
D,Y,5302759.515700001,4,150156.1381536616,307.0,D,HD,1389.0,1,10.2,3,1088.0
A,X,5302759.515700001,5,181021.18507927397,443.0,D,HD,4167.0,1,G.8,2,655.0
B,Y,4366070.964799999,5,144339.08379356412,287.0,Q,ATS,1745.0,1,J.2,2,588.0
D,X,5302759.515700001,5,184609.52149402397,120.0,D,ATS,516.0,3,B.2,3,56.00000000000001
D,Y,5302759.515700001,5,179815.00264852395,158.0,D,ATS,565.0,1,5.2,4,565.0
B,Y,5302759.515700001,5,183062.916253424,158.0,D,HD,3824.0,3,36.3,1,745.0
A,X,4918759.585999998,5,158313.70346244622,544.0,P,ATS,1670.0,1,3.4,2,567.0
C,X,5302759.515700001,5,179620.22747032394,265.0,D,ATS,262.0,1,J.1,4,947.0
C,X,4366070.964799999,5,126291.52085101412,120.0,Q,ATS,222.00000000000003,1,13.1,5,2483.0
B,Y,2526612.8516999995,4,71954.28394027581,180.0,C,HD,2137.35,1,M.1,3,505.3
A,X,4366070.964799999,3,111059.95374720804,162.0,Q,HD,81.0,1,6.1,3,877.0
B,Y,5302759.515700001,5,154706.41540337398,307.0,D,HD,565.0,1,5.1,5,221.0
B,Y,2526612.8516999995,4,72529.17816787581,274.0,C,HD,2467.61,3,O.1,2,460.7
B,Y,4918759.585999998,3,134940.90584513935,287.0,P,HD,533.0,3,C.4,2,1865.0
D,Y,4918759.585999998,3,137336.11239413937,276.0,P,HD,1769.0000000000002,3,J.4,1,1859.0
A,X,4366070.964799999,4,121588.30884645804,171.0,Q,HD,470.0,3,13.2,2,2483.0
A,X,5302759.515700001,5,180850.51014172396,443.0,D,HD,222.00000000000003,3,G.1,3,655.0
C,Y,5302759.515700001,5,185509.12449832397,190.0,D,ATS,825.0,3,6.2,2,1215.0
D,X,2526612.8516999995,3,72994.59209617581,127.0,C,HD,897.24,3,2.1,1,129.58
D,Y,2526612.8516999995,3,73613.04291907582,388.0,C,HD,1384.16,3,I.2,1,892.38
B,Y,4918759.585999998,5,157736.74357824624,200.0,P,ATS,533.0,1,C.3,3,1471.0
A,Y,5302759.515700001,4,149182.82780226163,158.0,D,HD,2497.0,1,25.1,3,745.0
D,Y,5302759.515700001,5,185450.57045662391,307.0,D,ATS,1892.0,3,16.1,2,221.0
A,X,4918759.585999998,3,134133.41015453934,270.0,P,HD,1503.0,1,11.2,1,2709.0
B,X,5302759.515700001,5,179059.68690532394,120.0,D,ATS,167.0,1,L.1,2,1254.0
C,Y,4366070.964799999,5,144495.6092305141,289.0,Q,ATS,525.0,3,C.1,4,588.0
D,Y,4366070.964799999,5,146157.9211048141,289.0,Q,ATS,1393.0,3,I.2,4,1906.0
D,Y,4366070.964799999,3,111389.98561860804,494.0,Q,HD,627.0,3,D.4,3,2247.0
D,Y,5302759.515700001,5,182015.13938437396,232.0,D,ATS,11.0,1,1.1,2,468.0
A,X,4918759.585999998,4,134500.70368883933,470.0,P,HD,971.0,1,8.3,1,1932.0
A,Y,5302759.515700001,4,135167.7485555116,307.0,D,HD,565.0,3,5.4,4,1090.0
D,X,4366070.964799999,5,145189.5542039641,162.0,Q,ATS,1837.0,1,8.6,4,1617.0000000000002
A,Y,4918759.585999998,4,133936.4556506393,276.0,P,HD,1769.0000000000002,1,J.4,3,1859.0
C,X,4366070.964799999,3,121588.30884645804,155.0,Q,HD,871.0000000000001,1,12.1,1,2361.0
B,X,4918759.585999998,3,124055.89857068934,224.0,P,HD,1094.0,3,9.3,3,2154.0
D,X,5302759.515700001,5,179815.00264852395,227.5,D,ATS,1529.0,1,F.2,4,504.0
D,X,2526612.8516999995,3,72231.08486467581,540.0,C,HD,1664.51,1,5.3,2,604.5
A,Y,5302759.515700001,5,180243.677345924,364.0,D,HD,996.0,3,F.1,4,504.0
A,X,5302759.515700001,4,149789.6605980616,443.0,D,HD,665.0,3,G.2,3,655.0
C,Y,2526612.8516999995,5,87588.12614585202,388.0,C,ATS,1090.36,1,G.2,2,892.38
D,Y,2526612.8516999995,5,86550.30719825202,324.0,C,ATS,416.35,1,D.2,3,1033.3
D,X,4366070.964799999,4,121790.58644505806,352.0,Q,HD,1558.0,1,6.5,2,877.0
B,Y,5302759.515700001,5,181605.39063862397,307.0,D,HD,565.0,1,5.1,1,221.0
A,Y,4366070.964799999,5,145799.0856632641,725.0,Q,ATS,959.0,1,F.2,1,2132.0
C,X,5302759.515700001,5,154344.44496377397,120.0,D,ATS,4222.0,3,B.8,5,56.00000000000001
D,Y,5302759.515700001,3,135444.5494799116,194.5,D,HD,4036.0,3,38.1,3,547.0
D,X,4918759.585999998,5,157936.39674564623,544.0,P,ATS,1670.0,1,9.4,3,2154.0
C,X,5302759.515700001,5,180870.44662679892,287.0,D,ATS,2206.0,3,D.2,4,363.0
C,Y,2526612.8516999995,3,64840.02839625081,335.0,C,HD,1572.96,1,J.1,3,304.03
D,X,5302759.515700001,5,179227.76251852393,120.0,D,ATS,1787.0,1,L.4,2,1254.0
B,X,4918759.585999998,5,158898.21196884624,224.0,P,ATS,848.0,1,3.2,2,567.0
A,Y,5302759.515700001,5,179059.68690532394,120.0,D,ATS,118.0,1,2.4,2,1183.0
A,X,5302759.515700001,5,178966.13461792396,120.0,D,ATS,2099.0,1,L.5,4,1254.0
B,Y,5302759.515700001,5,181627.944101624,190.0,D,HD,3564.0,3,35.2,3,1215.0
D,Y,5302759.515700001,5,154371.06043727396,471.0,D,ATS,1480.0,1,11.1,5,258.0
D,Y,5302759.515700001,3,149972.8993758616,471.0,D,HD,977.0,1,7.2,2,1053.0
A,Y,4366070.964799999,4,111059.95374720804,494.0,Q,HD,1291.0,1,H.1,4,247.00000000000003
C,X,5302759.515700001,3,149789.6605980616,364.0,D,HD,996.0,1,F.1,2,504.0
C,Y,4918759.585999998,5,158887.03165284623,777.0,P,ATS,971.0,1,F.2,2,2332.0
B,Y,5302759.515700001,4,149182.82780226163,194.5,D,HD,2104.0,1,20.1,3,547.0
C,Y,5302759.515700001,3,149789.6605980616,158.0,D,HD,3824.0,1,36.2,2,565.0
C,Y,2526612.8516999995,5,88067.45302715202,338.0,C,ATS,581.56,3,E.4,3,1040.2
B,Y,2526612.8516999995,3,72294.96200107581,274.0,C,HD,2467.61,1,O.2,1,748.3
B,X,2526612.8516999995,5,86582.24576645202,540.0,C,ATS,1664.51,1,5.3,2,604.5
B,X,5302759.515700001,4,149182.82780226163,563.25,D,HD,1913.0,1,G.4,3,655.0
A,Y,4366070.964799999,5,144722.2708325641,289.0,Q,ATS,1393.0,3,I.2,4,1906.0
D,Y,5302759.515700001,5,182015.13938437396,209.5,D,ATS,380.0,1,4.1,2,172.0
B,Y,2526612.8516999995,3,71954.28394027581,335.0,C,HD,901.56,1,F.1,2,304.03
A,X,4366070.964799999,3,121588.30884645804,155.0,Q,HD,871.0000000000001,3,12.1,1,2361.0
A,X,4918759.585999998,5,158513.91540444622,152.0,P,HD,1243.0,1,7.2,2,1732.0
B,X,4918759.585999998,5,158106.70035114622,338.0,P,ATS,353.0,1,4.2,3,788.0
D,Y,2526612.8516999995,5,88052.26081865202,180.0,C,ATS,2137.35,1,M.2,2,701.2
A,X,4918759.585999998,5,139929.7773657962,162.0,P,HD,1861.0,3,4.5,5,788.0
C,Y,4366070.964799999,5,126163.0568742141,494.0,Q,ATS,627.0,3,D.4,5,2247.0
A,X,4366070.964799999,4,121258.27697505803,352.0,Q,HD,1558.0,1,6.5,2,877.0
B,Y,2526612.8516999995,5,86640.79980815202,324.0,C,ATS,2058.16,1,L.2,1,1033.3
D,Y,2526612.8516999995,4,72747.42505057581,338.0,C,HD,581.56,1,E.4,2,1040.2
A,X,4918759.585999998,5,161498.2330736462,224.0,P,HD,848.0,3,3.2,1,567.0
A,X,5302759.515700001,5,182706.00677482397,120.0,D,HD,1941.0,3,B.3,1,56.00000000000001
A,X,4366070.964799999,5,145121.5787144641,288.0,Q,HD,1590.0,1,3.2,2,363.0
A,X,5302759.515700001,3,149182.82780226163,265.0,D,HD,262.0,1,J.1,1,947.0
D,Y,4918759.585999998,5,139858.49175969622,722.0,P,ATS,1177.0,1,G.1,5,1360.0
A,Y,5302759.515700001,5,179636.844550124,232.0,D,HD,11.0,1,1.2,4,842.0
C,Y,2526612.8516999995,4,72534.50126257581,324.0,C,HD,2338.44,1,N.2,2,1047.1
D,X,4918759.585999998,6,157683.51263124624,470.0,P,ATS,971.0,1,4.3,5,788.0
C,X,5302759.515700001,5,179334.22441252394,136.5,D,ATS,1446.0,1,I.2,1,835.0
B,X,5302759.515700001,5,179600.37914752393,364.0,D,ATS,3393.0,3,H.3,1,806.0
A,X,4918759.585999998,5,158338.25327934622,149.0,P,HD,886.0,3,2.1,4,134.0
A,Y,2526612.8516999995,4,64840.02839625081,338.0,C,HD,581.56,1,E.1,4,168.8
D,Y,5302759.515700001,3,150742.49454936158,307.0,D,HD,1389.0,3,10.2,2,1088.0
B,Y,4366070.964799999,5,144646.30499786412,494.0,Q,ATS,1291.0,1,H.4,1,2247.0
B,X,4918759.585999998,6,162209.7433295462,570.0,P,ATS,469.00000000000006,3,6.1,1,1360.0
C,X,2526612.8516999995,5,87444.58710785201,540.0,C,HD,270.0,1,5.1,2,604.5
A,X,4366070.964799999,5,145121.5787144641,330.0,Q,HD,1569.0,1,4.3,2,655.0
A,Y,5302759.515700001,3,149182.82780226163,120.0,D,HD,118.0,1,2.4,1,1183.0
B,Y,2526612.8516999995,5,87135.84761525202,324.0,C,HD,136.08,1,B.2,3,1047.1
C,X,2526612.8516999995,4,72156.56153887582,540.0,C,HD,810.0,1,5.2,2,604.5
C,X,4918759.585999998,4,135858.09621983935,149.0,P,HD,886.0,1,2.1,1,134.0
D,Y,4366070.964799999,5,149094.60830306413,352.0,Q,ATS,173.0,3,B.1,2,198.0
C,Y,5302759.515700001,5,154344.44496377397,307.0,D,ATS,565.0,3,5.1,5,221.0
C,X,4366070.964799999,5,148881.68451506412,642.0,Q,ATS,959.0,3,5.1,2,736.0
A,Y,4918759.585999998,5,158034.8368814462,287.0,P,HD,533.0,1,C.4,4,1865.0
C,Y,2526612.8516999995,4,71954.28394027581,156.0,C,HD,1892.96,1,K.2,3,519.6
B,X,4918759.585999998,6,160119.05192694624,149.0,P,ATS,1057.0,3,10.2,1,2586.0
D,Y,2526612.8516999995,6,86716.475478652,185.0,C,ATS,1297.26,1,H.1,4,229.17
B,X,4918759.585999998,5,158592.80815854622,338.0,P,HD,353.0,1,8.2,3,1932.0
B,Y,5302759.515700001,5,154706.41540337398,232.0,D,HD,11.0,1,1.2,5,842.0
B,Y,2526612.8516999995,5,74323.441673527,335.0,C,ATS,1572.96,3,J.2,5,904.97
D,X,4366070.964799999,5,150084.70391726412,288.0,Q,ATS,1590.0,3,11.2,1,2131.0
C,Y,5302759.515700001,3,151197.79395006158,307.0,D,HD,3824.0,3,36.1,2,221.0
B,Y,5302759.515700001,5,180994.23369862395,471.0,D,HD,3411.9999999999995,1,34.2,1,1052.0
A,X,4366070.964799999,5,145868.88748826412,162.0,Q,HD,1837.0,1,10.4,1,1839.0
C,X,5302759.515700001,5,154344.44496377397,433.0,D,ATS,1324.0,3,A.1,5,11.0
C,Y,4366070.964799999,5,145061.62681856408,289.0,Q,ATS,1393.0,1,I.1,4,588.0
C,X,4366070.964799999,5,126291.52085101412,120.0,Q,ATS,1696.0,1,1.4,5,11.0
A,X,2526612.8516999995,4,71954.28394027581,205.0,C,HD,231.62,1,7.1,3,878.34
D,X,4366070.964799999,5,126163.0568742141,352.0,Q,ATS,360.0,3,8.2,5,1617.0000000000002
A,Y,4366070.964799999,3,121258.27697505803,287.0,Q,HD,1745.0,3,J.5,2,1906.0
A,X,2526612.8516999995,3,71975.57631907582,169.0,C,HD,503.96,1,4.1,1,434.5
C,Y,5302759.515700001,3,151365.2966292616,471.0,D,HD,977.0,3,7.1,1,258.0
D,X,5302759.515700001,4,151205.37060276157,326.0,D,HD,977.0,1,H.1,2,806.0
A,X,5302759.515700001,5,154371.06043727396,120.0,D,ATS,516.0,3,L.2,5,1254.0
A,X,5302759.515700001,3,135167.7485555116,433.0,D,HD,1324.0,1,A.1,3,11.0
A,X,5302759.515700001,3,135167.7485555116,122.0,D,HD,977.0,3,M.1,3,1299.0
A,Y,5302759.515700001,5,180466.83701332397,194.5,D,ATS,2104.0,3,20.1,3,547.0
B,X,4366070.964799999,5,144264.5604677641,288.0,Q,ATS,1590.0,1,11.2,4,2131.0
D,Y,2526612.8516999995,4,72098.00749717581,338.0,C,HD,581.56,1,E.1,3,168.8
C,X,4918759.585999998,3,123890.88263498934,338.0,P,HD,353.0,1,4.2,3,788.0
B,X,4366070.964799999,5,126413.24232511412,126.0,Q,HD,679.0,1,8.3,5,1617.0000000000002
C,X,5302759.515700001,3,149789.6605980616,265.0,D,HD,4127.0,1,D.4,2,363.0
C,Y,5302759.515700001,5,180850.51014172396,158.0,D,HD,565.0,1,5.2,2,565.0
B,Y,2526612.8516999995,6,74171.12927172701,335.0,C,ATS,1572.96,3,J.2,6,904.97
C,Y,5302759.515700001,5,180335.39991532397,194.5,D,ATS,4036.0,1,38.1,3,547.0
A,Y,4366070.964799999,5,126413.24232511412,195.0,Q,HD,173.0,1,B.3,5,898.0
C,X,4366070.964799999,4,121588.30884645804,162.0,Q,HD,81.0,1,10.1,2,1839.0
C,Y,2526612.8516999995,5,87236.98641455201,185.0,C,HD,1297.26,1,H.1,3,229.17
C,Y,2526612.8516999995,5,87614.92613825202,324.0,C,HD,416.35,1,D.1,1,175.7
D,X,2526612.8516999995,6,87212.67563045202,205.0,C,ATS,231.62,1,3.1,2,330.7
A,Y,4918759.585999998,5,158034.8368814462,200.0,P,HD,533.0,1,C.2,4,1249.0
A,X,4366070.964799999,4,121066.64556585804,126.0,Q,HD,1239.0,1,8.4,3,1617.0000000000002
A,Y,5302759.515700001,5,180850.51014172396,194.5,D,HD,2788.0,1,28.1,2,547.0
B,Y,4918759.585999998,5,157864.49785104624,200.0,P,ATS,1409.0,1,I.2,2,1249.0
C,X,4918759.585999998,3,124194.29903288934,149.0,P,HD,1057.0,3,2.2,3,134.0
B,Y,5302759.515700001,5,180462.72048892395,232.0,D,HD,11.0,1,1.2,3,842.0
B,X,4366070.964799999,4,121510.74894405804,162.0,Q,HD,1837.0,1,4.4,2,655.0
B,X,4366070.964799999,5,148308.1374691141,171.0,Q,ATS,1448.0,3,1.3,2,11.0
B,X,5302759.515700001,3,149512.8596736616,265.0,D,HD,4127.0,1,D.4,2,363.0
D,X,4918759.585999998,4,134239.87204853934,270.0,P,HD,439.0,1,11.1,3,2709.0
A,X,4918759.585999998,5,158735.85835404624,570.0,P,ATS,469.00000000000006,1,6.1,1,1360.0
D,Y,2526612.8516999995,6,87212.67563045202,274.0,C,ATS,6.9,1,A.1,2,460.7
A,X,2526612.8516999995,5,74192.42165052702,127.0,C,ATS,897.24,3,8.1,5,1079.42
A,Y,2526612.8516999995,3,71954.28394027581,324.0,C,HD,136.08,1,B.2,2,1047.1
B,Y,5302759.515700001,5,181437.31462544893,194.5,D,ATS,2285.0,1,21.1,1,763.0
A,Y,5302759.515700001,5,178966.13461792396,158.0,D,ATS,3824.0,3,36.3,4,745.0
D,X,2526612.8516999995,5,87031.955009152,169.0,C,ATS,1970.56,1,4.2,4,434.5
C,X,5302759.515700001,5,154371.06043727396,120.0,D,ATS,1941.0,1,B.3,5,56.00000000000001
C,Y,5302759.515700001,3,151365.2966292616,292.0,D,HD,1943.0,3,17.1,1,811.9999999999999
A,X,4918759.585999998,5,157736.74357824624,470.0,P,ATS,971.0,3,4.3,3,788.0
D,Y,5302759.515700001,5,181566.864509024,122.0,D,HD,4271.0,1,39.2,3,313.0
B,Y,4918759.585999998,5,158870.63698164624,287.0,P,ATS,533.0,3,C.1,1,856.0
C,X,5302759.515700001,5,186845.22126802395,265.0,D,ATS,262.0,3,D.1,1,363.0
D,Y,4366070.964799999,3,121928.98690725803,195.0,Q,HD,173.0,3,B.3,2,898.0
A,X,2526612.8516999995,3,72098.00749717581,540.0,C,HD,270.0,3,5.1,1,604.5
B,Y,5302759.515700001,4,149553.1810140616,120.0,D,HD,118.0,1,2.1,2,127.0
A,Y,4366070.964799999,4,111059.95374720804,287.0,Q,HD,1745.0,3,J.2,4,588.0
C,X,2526612.8516999995,3,72518.53197847582,127.0,C,HD,897.24,1,8.1,1,1079.42
C,X,5302759.515700001,5,186408.72750262392,563.25,D,ATS,2476.0,3,G.5,1,655.0
D,Y,4366070.964799999,5,144221.9757101641,287.0,Q,ATS,1745.0,1,J.5,4,1906.0
C,X,5302759.515700001,5,180565.74535552395,364.0,D,ATS,3393.0,1,H.3,2,806.0
A,X,4918759.585999998,5,158231.7913853462,570.0,P,HD,1473.0,1,6.2,3,1360.0
C,X,4918759.585999998,4,124055.89857068934,149.0,P,HD,1057.0,1,2.2,4,134.0
A,X,4366070.964799999,3,111059.95374720804,330.0,Q,HD,349.0,3,10.2,3,1839.0
A,Y,5302759.515700001,3,149182.82780226163,209.5,D,HD,1574.0,1,12.1,2,1138.0
A,Y,5302759.515700001,3,135167.7485555116,158.0,D,HD,2497.0,1,25.1,3,745.0
D,Y,5302759.515700001,4,151019.2954737616,232.0,D,HD,11.0,1,1.1,1,468.0
C,Y,5302759.515700001,5,178966.13461792396,209.5,D,ATS,4009.000000000001,1,37.2,4,1138.0
A,X,4918759.585999998,5,139770.08452479623,149.0,P,ATS,886.0,1,2.1,5,134.0
B,Y,5302759.515700001,5,154371.06043727396,285.0,D,ATS,2339.0,1,23.1,5,209.0
C,X,4918759.585999998,3,135879.05807993934,152.0,P,HD,1243.0,3,7.2,1,1732.0
C,Y,5302759.515700001,3,135774.5813513116,158.0,D,HD,3824.0,3,36.3,3,745.0
C,X,2526612.8516999995,5,87507.38951435202,169.0,C,ATS,1970.56,3,6.2,3,774.5
B,X,4918759.585999998,5,158199.85281714622,544.0,P,HD,272.0,1,3.1,4,567.0
B,Y,5302759.515700001,5,180573.70921732395,190.0,D,HD,3564.0,3,35.2,4,1215.0
A,Y,5302759.515700001,5,180466.83701332397,292.0,D,ATS,1943.0,3,17.1,3,811.9999999999999
D,X,5302759.515700001,3,152243.9297496616,443.0,D,HD,222.00000000000003,3,G.1,2,655.0
A,X,2526612.8516999995,4,72156.56153887582,280.0,C,HD,1237.26,1,2.2,1,129.58
D,Y,4918759.585999998,5,159330.43363914627,287.0,P,ATS,1409.0,1,I.1,3,856.0
D,Y,5302759.515700001,4,149789.6605980616,158.0,D,HD,3824.0,1,36.2,3,565.0
A,Y,5302759.515700001,5,154371.06043727396,307.0,D,ATS,565.0,3,5.4,5,1090.0
A,Y,4366070.964799999,5,146329.9212113641,494.0,Q,HD,1291.0,3,H.4,1,2247.0
A,X,4366070.964799999,4,111059.95374720804,352.0,Q,HD,360.0,1,6.2,4,877.0
B,X,5302759.515700001,5,182405.378061524,563.25,D,HD,3029.0,3,G.6,2,655.0
B,Y,5302759.515700001,5,180994.23369862395,307.0,D,HD,3824.0,1,36.1,1,221.0
C,X,5302759.515700001,5,183878.44837934893,443.0,D,ATS,3724.0,3,G.7,3,655.0
D,Y,5302759.515700001,3,149972.8993758616,190.0,D,HD,825.0,1,6.2,2,1215.0
D,X,4918759.585999998,4,135118.18267403933,338.0,P,HD,1589.0,1,8.4,1,1932.0
B,X,5302759.515700001,3,135167.7485555116,120.0,D,HD,516.0,1,L.2,3,1254.0
A,Y,5302759.515700001,5,180994.23369862395,194.5,D,HD,4036.0,1,38.1,1,547.0
D,X,5302759.515700001,5,181566.864509024,120.0,D,HD,2099.0,1,L.5,3,1254.0
D,Y,2526612.8516999995,6,86989.10565305201,338.0,C,ATS,1892.96,1,K.1,3,168.8
B,Y,5302759.515700001,4,149553.1810140616,158.0,D,HD,2497.0,1,25.1,2,745.0
A,Y,4366070.964799999,3,111059.95374720804,494.0,Q,HD,1291.0,1,H.1,3,247.00000000000003
C,Y,4366070.964799999,4,121785.26335035804,494.0,Q,HD,627.0,1,D.4,1,2247.0
D,Y,5302759.515700001,5,155036.44727477396,158.0,D,HD,3824.0,1,36.2,5,565.0
C,Y,5302759.515700001,5,184513.70578942396,471.0,D,ATS,1480.0,3,11.1,3,258.0
A,Y,5302759.515700001,5,180743.63793772392,158.0,D,ATS,1892.0,3,16.2,1,565.0
D,X,2526612.8516999995,6,86989.10565305201,120.0,C,ATS,400.51,1,9.1,3,1202.1
A,X,5302759.515700001,4,149789.6605980616,120.0,D,HD,4230.0,3,L.8,3,1254.0
B,Y,5302759.515700001,5,183097.018558574,158.0,D,ATS,3824.0,3,36.2,4,565.0
C,X,4918759.585999998,3,123890.88263498934,470.0,P,HD,971.0,1,8.3,3,1932.0
D,Y,4918759.585999998,5,139858.49175969622,287.0,P,ATS,533.0,1,C.4,5,1865.0
C,Y,5302759.515700001,4,150156.1381536616,190.0,D,HD,3564.0,1,35.2,3,1215.0
B,X,4918759.585999998,5,139770.08452479623,544.0,P,ATS,272.0,1,9.1,5,2154.0
C,X,4366070.964799999,5,144339.08379356412,288.0,Q,ATS,328.0,1,3.1,2,363.0
C,X,4918759.585999998,3,134239.87204853934,338.0,P,HD,353.0,1,4.2,2,788.0
A,X,4366070.964799999,5,145675.18056326412,642.0,Q,HD,959.0,1,9.1,1,1757.9999999999998
A,X,2526612.8516999995,4,72619.67077777581,120.0,C,HD,400.51,3,1.1,1,6.9
D,Y,2526612.8516999995,6,87212.67563045202,324.0,C,ATS,416.35,1,D.1,2,175.7
A,Y,4918759.585999998,3,133936.4556506393,799.0,P,HD,1297.0,1,H.1,2,400.0
D,X,4918759.585999998,4,134745.56604503933,224.0,P,HD,848.0,1,3.2,2,567.0
B,Y,5302759.515700001,5,154706.41540337398,471.0,D,HD,977.0,1,7.2,5,1053.0
A,Y,2526612.8516999995,3,71975.57631907582,185.0,C,HD,1297.26,1,H.1,1,229.17
A,Y,5302759.515700001,3,149182.82780226163,285.0,D,HD,2553.0,1,26.1,2,199.0
B,X,4918759.585999998,6,158329.04959884624,544.0,P,ATS,1670.0,3,3.4,3,567.0
B,Y,5302759.515700001,5,182405.378061524,158.0,D,HD,1892.0,3,16.2,2,565.0
B,Y,4366070.964799999,5,144339.08379356412,287.0,Q,ATS,173.0,1,B.2,2,588.0
A,Y,4366070.964799999,3,121258.27697505803,494.0,Q,HD,1291.0,3,H.1,2,247.00000000000003
C,X,4366070.964799999,5,145708.22710976412,330.0,Q,ATS,349.0,1,10.2,3,1839.0
D,Y,5302759.515700001,4,151205.37060276157,471.0,D,HD,1480.0,1,11.1,2,258.0
A,X,4366070.964799999,4,111059.95374720804,330.0,Q,HD,1569.0,3,4.3,4,655.0
D,X,4918759.585999998,5,158439.81993054622,544.0,P,ATS,1670.0,1,3.4,2,567.0
D,Y,5302759.515700001,3,135167.7485555116,292.0,D,HD,1943.0,1,17.1,3,811.9999999999999
A,X,5302759.515700001,5,154371.06043727396,136.5,D,ATS,3881.0,1,E.4,5,475.0
